_id,date,state,ad_count,avg_age,email_count,phone_count
6221458840741654807e24cf,2022-02-28,KANSAS,69,25.956521739130434,0,47
6221458840741654807e24d0,2022-02-26,NORTHERN IRELAND,1,34.0,0,1
6221458840741654807e24d1,2022-03-01,INDIANA,493,27.40365111561866,2,273
6221458840741654807e24d2,2022-02-28,DELAWARE,111,25.72072072072072,0,57
6221458840741654807e24d3,2022-03-01,HAWAII,22,24.363636363636363,0,13
6221458840741654807e24d4,2022-03-02,RHODE ISLAND,17,28.235294117647058,0,15
6221458840741654807e24d5,2022-03-02,NEW HAMPSHIRE,2,29.5,0,2
6221458840741654807e24d6,2022-02-25,VIRGINIA,603,26.978441127694857,1,221
6221458840741654807e24d7,2022-02-26,MISSISSIPPI,128,27.171875,0,73
6221458840741654807e24d8,2022-02-27,MISSISSIPPI,149,27.59731543624161,0,70
6221458840741654807e24d9,2022-02-25,HAWAII,22,24.772727272727273,0,12
6221458840741654807e24da,2022-02-26,MICHIGAN,692,27.423410404624278,1,407
6221458840741654807e24db,2022-03-02,WASHINGTON,415,25.92289156626506,1,255
6221458840741654807e24dc,2022-02-28,INDIANA,500,26.818,2,273
6221458840741654807e24dd,2022-02-26,DELAWARE,102,25.715686274509803,0,48
6221458840741654807e24de,2022-03-01,NORTH CAROLINA,1217,27.082990961380442,0,585
6221458840741654807e24df,2022-03-02,INDIANA,304,27.601973684210527,1,245
6221458840741654807e24e0,2022-02-25,MINNESOTA,484,27.634297520661157,1,276
6221458840741654807e24e1,2022-02-25,RHODE ISLAND,29,27.79310344827586,0,21
6221458840741654807e24e2,2022-02-28,NEW MEXICO,112,26.0,0,24
6221458840741654807e24e3,2022-03-02,ARKANSAS,99,27.050505050505052,0,90
6221458840741654807e24e4,2022-02-28,MANITOBA,13,29.692307692307693,0,11
6221458840741654807e24e5,2022-03-01,DISTRICT OF COLUMBIA,546,27.045787545787547,3,323
6221458840741654807e24e6,2022-02-25,FLORIDA,4700,27.67148936170213,6,2371
6221458840741654807e24e7,2022-02-26,AUSTRALIAN CAPITAL TERRITORY,1,26.0,0,1
6221458840741654807e24e8,2022-03-01,MICHIGAN,675,27.303703703703704,2,397
6221458840741654807e24e9,2022-02-28,MONTANA,16,27.3125,0,8
6221458840741654807e24ea,2022-03-01,ENGLAND,3,26.0,0,3
6221458840741654807e24eb,2022-02-25,NEBRASKA,31,26.967741935483872,0,15
6221458840741654807e24ec,2022-03-01,CONNECTICUT,40,26.7,0,24
6221458840741654807e24ed,2022-02-28,RHODE ISLAND,29,28.379310344827587,0,21
6221458840741654807e24ee,2022-02-25,QUEBEC,5,31.0,0,5
6221458840741654807e24ef,2022-02-28,OKLAHOMA,194,27.056701030927837,0,116
6221458840741654807e24f0,2022-02-26,WASHINGTON,827,26.347037484885128,1,336
6221458840741654807e24f1,2022-02-28,VERMONT,3,26.0,0,1
6221458840741654807e24f2,2022-03-02,MICHIGAN,485,27.07422680412371,0,381
6221458840741654807e24f3,2022-03-02,NEW YORK,1040,26.36730769230769,1,724
6221458840741654807e24f4,2022-02-25,ENGLAND,1,26.0,0,1
6221458840741654807e24f5,2022-03-02,GEORGIA,1607,27.07156191661481,3,1130
